,state,fips,cases,deaths,employed-sugar-intake-daily,Winning Party_x,Democrats_x,Republicans_x,Winning Party_y,Democrats_y,Republicans_y
6077,California,6,1096427,18649,22.9,Democrats,True,False,Democrats,True,False
6078,Connecticut,9,101469,4828,18.9,Democrats,True,False,Democrats,True,False
6079,District of Columbia,11,19808,669,18.5,Democrats,True,False,Democrats,True,False
6080,Indiana,18,284960,5206,35.9,Republicans,False,True,Republicans,False,True
6081,Iowa,19,205918,2159,34.2,Republicans,False,True,Republicans,False,True
6082,Kansas,20,137224,1410,32.4,Republicans,False,True,Republicans,False,True
6083,Kentucky,21,155625,1862,43.4,Republicans,False,True,Republicans,False,True
6084,Maryland,24,177239,4398,28.0,Democrats,True,False,Democrats,True,False
6085,Minnesota,27,256756,3206,23.5,Democrats,True,False,Democrats,True,False
6086,Mississippi,28,140429,3642,49.7,Republicans,False,True,Republicans,False,True
6087,Nebraska,31,111915,925,31.1,Republicans,False,True,Republicans,False,True
6088,New Jersey,34,299182,16712,22.7,Democrats,True,False,Democrats,True,False
6089,New York,36,589605,33696,23.1,Democrats,True,False,Democrats,True,False
6090,North Carolina,37,330021,5012,42.1,Republicans,False,True,Republicans,False,True
6091,Ohio,39,335423,5955,32.0,Republicans,False,True,Republicans,False,True
6092,Oklahoma,40,167261,1603,46.5,Republicans,False,True,Republicans,False,True
6093,South Carolina,45,203161,4231,42.0,Republicans,False,True,Republicans,False,True
6094,Utah,49,170644,776,30.3,Republicans,False,True,Republicans,False,True
6095,Vermont,50,3459,62,16.7,Democrats,True,False,Democrats,True,False
6096,West Virginia,54,38480,639,46.1,Republicans,False,True,Republicans,False,True
6097,Wisconsin,55,365190,3106,29.7,Republicans,False,True,Republicans,False,True
6098,Alaska,2,27079,95,26.2,Republicans,False,True,Republicans,False,True
6099,Arizona,4,296997,6459,33.0,Republicans,False,True,Republicans,False,True
6100,California,6,1109869,18709,22.9,Democrats,True,False,Democrats,True,False
6101,Connecticut,9,101469,4828,18.9,Democrats,True,False,Democrats,True,False
6102,District of Columbia,11,19961,670,18.5,Democrats,True,False,Democrats,True,False
6103,Indiana,18,291838,5246,35.9,Republicans,False,True,Republicans,False,True
6104,Iowa,19,209203,2191,34.2,Republicans,False,True,Republicans,False,True
6105,Kansas,20,137295,1411,32.4,Republicans,False,True,Republicans,False,True
6106,Kentucky,21,159035,1886,43.4,Republicans,False,True,Republicans,False,True
6107,Maryland,24,180125,4415,28.0,Democrats,True,False,Democrats,True,False
6108,Minnesota,27,263008,3257,23.5,Democrats,True,False,Democrats,True,False
6109,Mississippi,28,142401,3657,49.7,Republicans,False,True,Republicans,False,True
6110,Nebraska,31,113225,933,31.1,Republicans,False,True,Republicans,False,True
6111,New Jersey,34,303851,16746,22.7,Democrats,True,False,Democrats,True,False
6112,New York,36,595581,33737,23.1,Democrats,True,False,Democrats,True,False
6113,North Carolina,37,333074,5035,42.1,Republicans,False,True,Republicans,False,True
6114,Ohio,39,343286,5984,32.0,Republicans,False,True,Republicans,False,True
6115,Oklahoma,40,170924,1624,46.5,Republicans,False,True,Republicans,False,True
6116,South Carolina,45,205018,4274,42.0,Republicans,False,True,Republicans,False,True
6117,Utah,49,173987,789,30.3,Republicans,False,True,Republicans,False,True
6118,Vermont,50,3546,63,16.7,Democrats,True,False,Democrats,True,False
6119,West Virginia,54,39598,658,46.1,Republicans,False,True,Republicans,False,True
6120,Wisconsin,55,372219,3155,29.7,Republicans,False,True,Republicans,False,True
6121,Alaska,2,27629,97,26.2,Republicans,False,True,Republicans,False,True
6122,Arizona,4,299698,6464,33.0,Republicans,False,True,Republicans,False,True
6123,California,6,1118673,18726,22.9,Democrats,True,False,Democrats,True,False
6124,Connecticut,9,101469,4828,18.9,Democrats,True,False,Democrats,True,False
6125,District of Columbia,11,20151,670,18.5,Democrats,True,False,Democrats,True,False
6126,Indiana,18,298021,5305,35.9,Republicans,False,True,Republicans,False,True
6127,Iowa,19,211664,2202,34.2,Republicans,False,True,Republicans,False,True
6128,Kansas,20,137530,1410,32.4,Republicans,False,True,Republicans,False,True
6129,Kentucky,21,161222,1887,43.4,Republicans,False,True,Republicans,False,True
6130,Maryland,24,182482,4434,28.0,Democrats,True,False,Democrats,True,False
6131,Minnesota,27,270213,3297,23.5,Democrats,True,False,Democrats,True,False
6132,Mississippi,28,143180,3676,49.7,Republicans,False,True,Republicans,False,True
6133,Nebraska,31,114061,937,31.1,Republicans,False,True,Republicans,False,True
6134,New Jersey,34,307819,16761,22.7,Democrats,True,False,Democrats,True,False
6135,New York,36,600967,33767,23.1,Democrats,True,False,Democrats,True,False
6136,North Carolina,37,336983,5062,42.1,Republicans,False,True,Republicans,False,True
6137,Ohio,39,351419,5996,32.0,Republicans,False,True,Republicans,False,True
6138,Oklahoma,40,174330,1634,46.5,Republicans,False,True,Republicans,False,True
6139,South Carolina,45,206295,4283,42.0,Republicans,False,True,Republicans,False,True
6140,Utah,49,177176,793,30.3,Republicans,False,True,Republicans,False,True
6141,Vermont,50,3629,63,16.7,Democrats,True,False,Democrats,True,False
6142,West Virginia,54,40478,662,46.1,Republicans,False,True,Republicans,False,True
6143,Wisconsin,55,376238,3162,29.7,Republicans,False,True,Republicans,False,True
6144,Alaska,2,28128,97,26.2,Republicans,False,True,Republicans,False,True
6145,Arizona,4,303188,6465,33.0,Republicans,False,True,Republicans,False,True
6146,California,6,1136498,18768,22.9,Democrats,True,False,Democrats,True,False
6147,Connecticut,9,106740,4871,18.9,Democrats,True,False,Democrats,True,False
6148,District of Columbia,11,20290,672,18.5,Democrats,True,False,Democrats,True,False
6149,Indiana,18,303575,5332,35.9,Republicans,False,True,Republicans,False,True
6150,Iowa,19,214792,2222,34.2,Republicans,False,True,Republicans,False,True
6151,Kansas,20,144831,1462,32.4,Republicans,False,True,Republicans,False,True
6152,Kentucky,21,163767,1906,43.4,Republicans,False,True,Republicans,False,True
6153,Maryland,24,184140,4448,28.0,Democrats,True,False,Democrats,True,False
6154,Minnesota,27,276556,3321,23.5,Democrats,True,False,Democrats,True,False
6155,Mississippi,28,143879,3676,49.7,Republicans,False,True,Republicans,False,True
6156,Nebraska,31,116434,962,31.1,Republicans,False,True,Republicans,False,True
6157,New Jersey,34,311400,16772,22.7,Democrats,True,False,Democrats,True,False
6158,New York,36,606878,33804,23.1,Democrats,True,False,Democrats,True,False
6159,North Carolina,37,339672,5076,42.1,Republicans,False,True,Republicans,False,True
6160,Ohio,39,363304,6020,32.0,Republicans,False,True,Republicans,False,True
6161,Oklahoma,40,177874,1649,46.5,Republicans,False,True,Republicans,False,True
6162,South Carolina,45,207552,4288,42.0,Republicans,False,True,Republicans,False,True
6163,Utah,49,179420,799,30.3,Republicans,False,True,Republicans,False,True
6164,Vermont,50,3714,63,16.7,Democrats,True,False,Democrats,True,False
6165,West Virginia,54,41114,667,46.1,Republicans,False,True,Republicans,False,True
6166,Wisconsin,55,379693,3175,29.7,Republicans,False,True,Republicans,False,True
6167,Alaska,2,28708,110,26.2,Republicans,False,True,Republicans,False,True
6168,Arizona,4,307943,6515,33.0,Republicans,False,True,Republicans,False,True
6169,California,6,1153032,18875,22.9,Democrats,True,False,Democrats,True,False
6170,Connecticut,9,107280,4881,18.9,Democrats,True,False,Democrats,True,False
6171,District of Columbia,11,20409,673,18.5,Democrats,True,False,Democrats,True,False
6172,Indiana,18,309218,5435,35.9,Republicans,False,True,Republicans,False,True
6173,Iowa,19,217786,2271,34.2,Republicans,False,True,Republicans,False,True
6174,Kansas,20,145272,1456,32.4,Republicans,False,True,Republicans,False,True
6175,Kentucky,21,166478,1938,43.4,Republicans,False,True,Republicans,False,True
6176,Maryland,24,185812,4481,28.0,Democrats,True,False,Democrats,True,False
6177,Minnesota,27,282972,3359,23.5,Democrats,True,False,Democrats,True,False
6178,Mississippi,28,144544,3729,49.7,Republicans,False,True,Republicans,False,True
6179,Nebraska,31,117929,985,31.1,Republicans,False,True,Republicans,False,True
6180,New Jersey,34,315675,16819,22.7,Democrats,True,False,Democrats,True,False
6181,New York,36,611756,33847,23.1,Democrats,True,False,Democrats,True,False
6182,North Carolina,37,343566,5114,42.1,Republicans,False,True,Republicans,False,True
6183,Ohio,39,371908,6118,32.0,Republicans,False,True,Republicans,False,True
6184,Oklahoma,40,180610,1664,46.5,Republicans,False,True,Republicans,False,True
6185,South Carolina,45,209230,4313,42.0,Republicans,False,True,Republicans,False,True
6186,Utah,49,182121,810,30.3,Republicans,False,True,Republicans,False,True
6187,Vermont,50,3762,64,16.7,Democrats,True,False,Democrats,True,False
6188,West Virginia,54,42083,682,46.1,Republicans,False,True,Republicans,False,True
6189,Wisconsin,55,386441,3295,29.7,Republicans,False,True,Republicans,False,True
6190,Alaska,2,29386,110,26.2,Republicans,False,True,Republicans,False,True
6191,Arizona,4,311727,6529,33.0,Republicans,False,True,Republicans,False,True
6192,California,6,1167176,18982,22.9,Democrats,True,False,Democrats,True,False
6193,Connecticut,9,109152,4926,18.9,Democrats,True,False,Democrats,True,False
6194,District of Columbia,11,20516,677,18.5,Democrats,True,False,Democrats,True,False
6195,Indiana,18,315212,5498,35.9,Republicans,False,True,Republicans,False,True
6196,Iowa,19,221288,2312,34.2,Republicans,False,True,Republicans,False,True
6197,Kansas,20,150515,1503,32.4,Republicans,False,True,Republicans,False,True
6198,Kentucky,21,169822,1975,43.4,Republicans,False,True,Republicans,False,True
6199,Maryland,24,188509,4518,28.0,Democrats,True,False,Democrats,True,False
6200,Minnesota,27,289362,3434,23.5,Democrats,True,False,Democrats,True,False
6201,Mississippi,28,145636,3745,49.7,Republicans,False,True,Republicans,False,True
6202,Nebraska,31,120459,1008,31.1,Republicans,False,True,Republicans,False,True
6203,New Jersey,34,319734,16886,22.7,Democrats,True,False,Democrats,True,False
6204,New York,36,618023,33890,23.1,Democrats,True,False,Democrats,True,False
6205,North Carolina,37,348102,5177,42.1,Republicans,False,True,Republicans,False,True
6206,Ohio,39,382743,6274,32.0,Republicans,False,True,Republicans,False,True
6207,Oklahoma,40,184342,1680,46.5,Republicans,False,True,Republicans,False,True
6208,South Carolina,45,210905,4317,42.0,Republicans,False,True,Republicans,False,True
6209,Utah,49,183960,834,30.3,Republicans,False,True,Republicans,False,True
6210,Vermont,50,3827,64,16.7,Democrats,True,False,Democrats,True,False
6211,West Virginia,54,43050,695,46.1,Republicans,False,True,Republicans,False,True
6212,Wisconsin,55,392443,3363,29.7,Republicans,False,True,Republicans,False,True
6213,Alaska,2,29940,113,26.2,Republicans,False,True,Republicans,False,True
6214,Arizona,4,314326,6568,33.0,Republicans,False,True,Republicans,False,True
6215,California,6,1176159,19025,22.9,Democrats,True,False,Democrats,True,False
6216,Connecticut,9,109152,4926,18.9,Democrats,True,False,Democrats,True,False
6217,District of Columbia,11,20736,677,18.5,Democrats,True,False,Democrats,True,False
6218,Indiana,18,321595,5561,35.9,Republicans,False,True,Republicans,False,True
6219,Iowa,19,223323,2349,34.2,Republicans,False,True,Republicans,False,True
6220,Kansas,20,150522,1503,32.4,Republicans,False,True,Republicans,False,True
6221,Kentucky,21,170081,1983,43.4,Republicans,False,True,Republicans,False,True
6222,Maryland,24,190635,4547,28.0,Democrats,True,False,Democrats,True,False
6223,Minnesota,27,289362,3434,23.5,Democrats,True,False,Democrats,True,False
6224,Mississippi,28,147382,3763,49.7,Republicans,False,True,Republicans,False,True
6225,Nebraska,31,123124,1011,31.1,Republicans,False,True,Republicans,False,True
6226,New Jersey,34,324207,16925,22.7,Democrats,True,False,Democrats,True,False
6227,New York,36,624961,33959,23.1,Democrats,True,False,Democrats,True,False
6228,North Carolina,37,348148,5177,42.1,Republicans,False,True,Republicans,False,True
6229,Ohio,39,382743,6274,32.0,Republicans,False,True,Republicans,False,True
6230,Oklahoma,40,184342,1680,46.5,Republicans,False,True,Republicans,False,True
6231,South Carolina,45,210905,4317,42.0,Republicans,False,True,Republicans,False,True
6232,Utah,49,184382,834,30.3,Republicans,False,True,Republicans,False,True
6233,Vermont,50,3827,64,16.7,Democrats,True,False,Democrats,True,False
6234,West Virginia,54,44180,712,46.1,Republicans,False,True,Republicans,False,True
6235,Wisconsin,55,398104,3431,29.7,Republicans,False,True,Republicans,False,True
6236,Alaska,2,30612,113,26.2,Republicans,False,True,Republicans,False,True
6237,Arizona,4,318695,6588,33.0,Republicans,False,True,Republicans,False,True
6238,California,6,1193089,19100,22.9,Democrats,True,False,Democrats,True,False
6239,Connecticut,9,112581,4961,18.9,Democrats,True,False,Democrats,True,False
6240,District of Columbia,11,20937,677,18.5,Democrats,True,False,Democrats,True,False
6241,Indiana,18,327234,5594,35.9,Republicans,False,True,Republicans,False,True
6242,Iowa,19,225065,2360,34.2,Republicans,False,True,Republicans,False,True
6243,Kansas,20,155245,1529,32.4,Republicans,False,True,Republicans,False,True
6244,Kentucky,21,174684,2009,43.4,Republicans,False,True,Republicans,False,True
6245,Maryland,24,193205,4569,28.0,Democrats,True,False,Democrats,True,False
6246,Minnesota,27,295060,3535,23.5,Democrats,True,False,Democrats,True,False
6247,Mississippi,28,148387,3769,49.7,Republicans,False,True,Republicans,False,True
6248,Nebraska,31,124664,1017,31.1,Republicans,False,True,Republicans,False,True
6249,New Jersey,34,328302,16942,22.7,Democrats,True,False,Democrats,True,False
6250,New York,36,633140,34004,23.1,Democrats,True,False,Democrats,True,False
6251,North Carolina,37,355664,5240,42.1,Republicans,False,True,Republicans,False,True
6252,Ohio,39,399808,6346,32.0,Republicans,False,True,Republicans,False,True
6253,Oklahoma,40,187567,1704,46.5,Republicans,False,True,Republicans,False,True
6254,South Carolina,45,213120,4346,42.0,Republicans,False,True,Republicans,False,True
6255,Utah,49,190044,849,30.3,Republicans,False,True,Republicans,False,True
6256,Vermont,50,4005,67,16.7,Democrats,True,False,Democrats,True,False
6257,West Virginia,54,45046,712,46.1,Republicans,False,True,Republicans,False,True
6258,Wisconsin,55,399557,3444,29.7,Republicans,False,True,Republicans,False,True
6259,Alaska,2,31279,115,26.2,Republicans,False,True,Republicans,False,True
6260,Arizona,4,322774,6624,33.0,Republicans,False,True,Republicans,False,True
6261,California,6,1206296,19132,22.9,Democrats,True,False,Democrats,True,False
6262,Connecticut,9,112581,4961,18.9,Democrats,True,False,Democrats,True,False
6263,District of Columbia,11,21308,678,18.5,Democrats,True,False,Democrats,True,False
6264,Indiana,18,331725,5663,35.9,Republicans,False,True,Republicans,False,True
6265,Iowa,19,227181,2375,34.2,Republicans,False,True,Republicans,False,True
6266,Kansas,20,155265,1529,32.4,Republicans,False,True,Republicans,False,True
6267,Kentucky,21,177453,2028,43.4,Republicans,False,True,Republicans,False,True
6268,Maryland,24,194603,4602,28.0,Democrats,True,False,Democrats,True,False
6269,Minnesota,27,304082,3580,23.5,Democrats,True,False,Democrats,True,False
6270,Mississippi,28,149940,3779,49.7,Republicans,False,True,Republicans,False,True
6271,Nebraska,31,125820,1021,31.1,Republicans,False,True,Republicans,False,True
6272,New Jersey,34,332104,16965,22.7,Democrats,True,False,Democrats,True,False
6273,New York,36,639200,34049,23.1,Democrats,True,False,Democrats,True,False
6274,North Carolina,37,358654,5249,42.1,Republicans,False,True,Republicans,False,True
6275,Ohio,39,406703,6378,32.0,Republicans,False,True,Republicans,False,True
6276,Oklahoma,40,193824,1717,46.5,Republicans,False,True,Republicans,False,True
6277,South Carolina,45,214911,4346,42.0,Republicans,False,True,Republicans,False,True
6278,Utah,49,192087,863,30.3,Republicans,False,True,Republicans,False,True
6279,Vermont,50,4033,67,16.7,Democrats,True,False,Democrats,True,False
6280,West Virginia,54,45845,718,46.1,Republicans,False,True,Republicans,False,True
6281,Wisconsin,55,404999,3474,29.7,Republicans,False,True,Republicans,False,True
6282,Alaska,2,31896,115,26.2,Republicans,False,True,Republicans,False,True
6283,Arizona,4,325995,6635,33.0,Republicans,False,True,Republicans,False,True
6284,California,6,1219511,19151,22.9,Democrats,True,False,Democrats,True,False
6285,Connecticut,9,112581,4961,18.9,Democrats,True,False,Democrats,True,False
6286,District of Columbia,11,21448,680,18.5,Democrats,True,False,Democrats,True,False
6287,Indiana,18,336027,5685,35.9,Republicans,False,True,Republicans,False,True
6288,Iowa,19,228690,2399,34.2,Republicans,False,True,Republicans,False,True
6289,Kansas,20,155377,1529,32.4,Republicans,False,True,Republicans,False,True
6290,Kentucky,21,180164,2039,43.4,Republicans,False,True,Republicans,False,True
6291,Maryland,24,196727,4625,28.0,Democrats,True,False,Democrats,True,False
6292,Minnesota,27,313028,3637,23.5,Democrats,True,False,Democrats,True,False
6293,Mississippi,28,151785,3806,49.7,Republicans,False,True,Republicans,False,True
6294,Nebraska,31,127022,1025,31.1,Republicans,False,True,Republicans,False,True
6295,New Jersey,34,335943,16978,22.7,Democrats,True,False,Democrats,True,False
6296,New York,36,645932,34101,23.1,Democrats,True,False,Democrats,True,False
6297,North Carolina,37,362124,5279,42.1,Republicans,False,True,Republicans,False,True
6298,Ohio,39,414432,6399,32.0,Republicans,False,True,Republicans,False,True
6299,Oklahoma,40,195545,1736,46.5,Republicans,False,True,Republicans,False,True
6300,South Carolina,45,216129,4353,42.0,Republicans,False,True,Republicans,False,True
6301,Utah,49,193809,868,30.3,Republicans,False,True,Republicans,False,True
6302,Vermont,50,4100,67,16.7,Democrats,True,False,Democrats,True,False
6303,West Virginia,54,46997,729,46.1,Republicans,False,True,Republicans,False,True
6304,Wisconsin,55,409054,3496,29.7,Republicans,False,True,Republicans,False,True
6305,Alaska,2,32407,115,26.2,Republicans,False,True,Republicans,False,True
6306,Arizona,4,327046,6640,33.0,Republicans,False,True,Republicans,False,True
6307,California,6,1237238,19209,22.9,Democrats,True,False,Democrats,True,False
6308,Connecticut,9,117295,5020,18.9,Democrats,True,False,Democrats,True,False
6309,District of Columbia,11,21552,680,18.5,Democrats,True,False,Democrats,True,False
6310,Indiana,18,341694,5723,35.9,Republicans,False,True,Republicans,False,True
6311,Iowa,19,230634,2426,34.2,Republicans,False,True,Republicans,False,True
6312,Kansas,20,160428,1560,32.4,Republicans,False,True,Republicans,False,True
6313,Kentucky,21,183255,2065,43.4,Republicans,False,True,Republicans,False,True
6314,Maryland,24,198710,4641,28.0,Democrats,True,False,Democrats,True,False
6315,Minnesota,27,318822,3652,23.5,Democrats,True,False,Democrats,True,False
6316,Mississippi,28,153270,3807,49.7,Republicans,False,True,Republicans,False,True
6317,Nebraska,31,129043,1047,31.1,Republicans,False,True,Republicans,False,True
6318,New Jersey,34,339133,16993,22.7,Democrats,True,False,Democrats,True,False
6319,New York,36,652748,34150,23.1,Democrats,True,False,Democrats,True,False
6320,North Carolina,37,364968,5296,42.1,Republicans,False,True,Republicans,False,True
6321,Ohio,39,421063,6429,32.0,Republicans,False,True,Republicans,False,True
6322,Oklahoma,40,197745,1743,46.5,Republicans,False,True,Republicans,False,True
6323,South Carolina,45,217487,4381,42.0,Republicans,False,True,Republicans,False,True
6324,Utah,49,195744,871,30.3,Republicans,False,True,Republicans,False,True
6325,Vermont,50,4172,69,16.7,Democrats,True,False,Democrats,True,False
6326,West Virginia,54,47842,735,46.1,Republicans,False,True,Republicans,False,True
6327,Wisconsin,55,411730,3504,29.7,Republicans,False,True,Republicans,False,True
6328,Alaska,2,32911,116,26.2,Republicans,False,True,Republicans,False,True
6329,Arizona,4,338254,6692,33.0,Republicans,False,True,Republicans,False,True
6330,California,6,1253905,19327,22.9,Democrats,True,False,Democrats,True,False
6331,Connecticut,9,118754,5040,18.9,Democrats,True,False,Democrats,True,False
6332,District of Columbia,11,21685,685,18.5,Democrats,True,False,Democrats,True,False
6333,Indiana,18,347097,5864,35.9,Republicans,False,True,Republicans,False,True
6334,Iowa,19,233062,2449,34.2,Republicans,False,True,Republicans,False,True
6335,Kansas,20,160718,1560,32.4,Republicans,False,True,Republicans,False,True
6336,Kentucky,21,187285,2097,43.4,Republicans,False,True,Republicans,False,True
6337,Maryland,24,201479,4673,28.0,Democrats,True,False,Democrats,True,False
6338,Minnesota,27,322371,3674,23.5,Democrats,True,False,Democrats,True,False
6339,Mississippi,28,154411,3836,49.7,Republicans,False,True,Republicans,False,True
6340,Nebraska,31,130796,1092,31.1,Republicans,False,True,Republicans,False,True
6341,New Jersey,34,343739,17083,22.7,Democrats,True,False,Democrats,True,False
6342,New York,36,660041,34222,23.1,Democrats,True,False,Democrats,True,False
6343,North Carolina,37,368615,5322,42.1,Republicans,False,True,Republicans,False,True
6344,Ohio,39,430093,6548,32.0,Republicans,False,True,Republicans,False,True
6345,Oklahoma,40,199482,1758,46.5,Republicans,False,True,Republicans,False,True
6346,South Carolina,45,218912,4404,42.0,Republicans,False,True,Republicans,False,True
6347,Utah,49,198260,890,30.3,Republicans,False,True,Republicans,False,True
6348,Vermont,50,4239,72,16.7,Democrats,True,False,Democrats,True,False
6349,West Virginia,54,48818,758,46.1,Republicans,False,True,Republicans,False,True
6350,Wisconsin,55,416365,3628,29.7,Republicans,False,True,Republicans,False,True
6351,Alaska,2,33614,116,26.2,Republicans,False,True,Republicans,False,True
6352,Arizona,4,342925,6755,33.0,Republicans,False,True,Republicans,False,True
6353,California,6,1272079,19440,22.9,Democrats,True,False,Democrats,True,False
6354,Connecticut,9,121426,5091,18.9,Democrats,True,False,Democrats,True,False
6355,District of Columbia,11,21842,690,18.5,Democrats,True,False,Democrats,True,False
6356,Indiana,18,353722,5973,35.9,Republicans,False,True,Republicans,False,True
6357,Iowa,19,236159,2518,34.2,Republicans,False,True,Republicans,False,True
6358,Kansas,20,164981,1679,32.4,Republicans,False,True,Republicans,False,True
6359,Kentucky,21,191067,2124,43.4,Republicans,False,True,Republicans,False,True
6360,Maryland,24,203672,4715,28.0,Democrats,True,False,Democrats,True,False
6361,Minnesota,27,327536,3751,23.5,Democrats,True,False,Democrats,True,False
6362,Mississippi,28,156868,3851,49.7,Republicans,False,True,Republicans,False,True
6363,Nebraska,31,133139,1139,31.1,Republicans,False,True,Republicans,False,True
6364,New Jersey,34,348042,17145,22.7,Democrats,True,False,Democrats,True,False
6365,New York,36,669016,34286,23.1,Democrats,True,False,Democrats,True,False
6366,North Carolina,37,372525,5406,42.1,Republicans,False,True,Republicans,False,True
6367,Ohio,39,437928,6671,32.0,Republicans,False,True,Republicans,False,True
6368,Oklahoma,40,202341,1812,46.5,Republicans,False,True,Republicans,False,True
6369,South Carolina,45,220835,4444,42.0,Republicans,False,True,Republicans,False,True
6370,Utah,49,202220,906,30.3,Republicans,False,True,Republicans,False,True
6371,Vermont,50,4461,74,16.7,Democrats,True,False,Democrats,True,False
6372,West Virginia,54,49905,778,46.1,Republicans,False,True,Republicans,False,True
6373,Wisconsin,55,420930,3715,29.7,Republicans,False,True,Republicans,False,True
6374,Alaska,2,34377,124,26.2,Republicans,False,True,Republicans,False,True
6375,Arizona,4,348134,6834,33.0,Republicans,False,True,Republicans,False,True
6376,California,6,1293937,19586,22.9,Democrats,True,False,Democrats,True,False
6377,Connecticut,9,126177,5111,18.9,Democrats,True,False,Democrats,True,False
6378,District of Columbia,11,22164,692,18.5,Democrats,True,False,Democrats,True,False
6379,Indiana,18,362182,6033,35.9,Republicans,False,True,Republicans,False,True
6380,Iowa,19,238722,2603,34.2,Republicans,False,True,Republicans,False,True
6381,Kansas,20,165613,1679,32.4,Republicans,False,True,Republicans,False,True
6382,Kentucky,21,194851,2185,43.4,Republicans,False,True,Republicans,False,True
6383,Maryland,24,205716,4764,28.0,Democrats,True,False,Democrats,True,False
6384,Minnesota,27,333685,3843,23.5,Democrats,True,False,Democrats,True,False
6385,Mississippi,28,159036,3879,49.7,Republicans,False,True,Republicans,False,True
6386,Nebraska,31,135123,1180,31.1,Republicans,False,True,Republicans,False,True
6387,New Jersey,34,352835,17209,22.7,Democrats,True,False,Democrats,True,False
6388,New York,36,678869,34346,23.1,Democrats,True,False,Democrats,True,False
6389,North Carolina,37,378370,5454,42.1,Republicans,False,True,Republicans,False,True
6390,Ohio,39,446859,6753,32.0,Republicans,False,True,Republicans,False,True
6391,Oklahoma,40,204048,1836,46.5,Republicans,False,True,Republicans,False,True
6392,South Carolina,45,223063,4466,42.0,Republicans,False,True,Republicans,False,True
6393,Utah,49,206255,918,30.3,Republicans,False,True,Republicans,False,True
6394,Vermont,50,4642,75,16.7,Democrats,True,False,Democrats,True,False
6395,West Virginia,54,51025,789,46.1,Republicans,False,True,Republicans,False,True
6396,Wisconsin,55,426534,3781,29.7,Republicans,False,True,Republicans,False,True
6397,Alaska,2,35138,135,26.2,Republicans,False,True,Republicans,False,True
6398,Arizona,4,355054,6885,33.0,Republicans,False,True,Republicans,False,True
6399,California,6,1318188,19791,22.9,Democrats,True,False,Democrats,True,False
6400,Connecticut,9,127715,5146,18.9,Democrats,True,False,Democrats,True,False
6401,District of Columbia,11,22480,693,18.5,Democrats,True,False,Democrats,True,False
6402,Indiana,18,370091,6122,35.9,Republicans,False,True,Republicans,False,True
6403,Iowa,19,241531,2665,34.2,Republicans,False,True,Republicans,False,True
6404,Kansas,20,171513,1786,32.4,Republicans,False,True,Republicans,False,True
6405,Kentucky,21,198506,2216,43.4,Republicans,False,True,Republicans,False,True
6406,Maryland,24,209512,4790,28.0,Democrats,True,False,Democrats,True,False
6407,Minnesota,27,339032,3904,23.5,Democrats,True,False,Democrats,True,False
6408,Mississippi,28,161516,3916,49.7,Republicans,False,True,Republicans,False,True
6409,Nebraska,31,136968,1205,31.1,Republicans,False,True,Republicans,False,True
6410,New Jersey,34,358498,17255,22.7,Democrats,True,False,Democrats,True,False
6411,New York,36,690143,34409,23.1,Democrats,True,False,Democrats,True,False
6412,North Carolina,37,384165,5505,42.1,Republicans,False,True,Republicans,False,True
6413,Ohio,39,456963,6882,32.0,Republicans,False,True,Republicans,False,True
6414,Oklahoma,40,208875,1860,46.5,Republicans,False,True,Republicans,False,True
6415,South Carolina,45,226013,4496,42.0,Republicans,False,True,Republicans,False,True
6416,Utah,49,209258,926,30.3,Republicans,False,True,Republicans,False,True
6417,Vermont,50,4763,77,16.7,Democrats,True,False,Democrats,True,False
6418,West Virginia,54,52172,799,46.1,Republicans,False,True,Republicans,False,True
6419,Wisconsin,55,432217,3847,29.7,Republicans,False,True,Republicans,False,True
6420,Alaska,2,36083,136,26.2,Republicans,False,True,Republicans,False,True
6421,Arizona,4,361186,6940,33.0,Republicans,False,True,Republicans,False,True
6422,California,6,1343193,19876,22.9,Democrats,True,False,Democrats,True,False
6423,Connecticut,9,127715,5146,18.9,Democrats,True,False,Democrats,True,False
6424,District of Columbia,11,22872,695,18.5,Democrats,True,False,Democrats,True,False
6425,Indiana,18,377790,6207,35.9,Republicans,False,True,Republicans,False,True
6426,Iowa,19,243385,2682,34.2,Republicans,False,True,Republicans,False,True
6427,Kansas,20,171626,1786,32.4,Republicans,False,True,Republicans,False,True
6428,Kentucky,21,202135,2241,43.4,Republicans,False,True,Republicans,False,True
6429,Maryland,24,212545,4820,28.0,Democrats,True,False,Democrats,True,False
6430,Minnesota,27,345340,3979,23.5,Democrats,True,False,Democrats,True,False
6431,Mississippi,28,163458,3949,49.7,Republicans,False,True,Republicans,False,True
6432,Nebraska,31,139103,1208,31.1,Republicans,False,True,Republicans,False,True
6433,New Jersey,34,363822,17306,22.7,Democrats,True,False,Democrats,True,False
6434,New York,36,700902,34488,23.1,Democrats,True,False,Democrats,True,False
6435,North Carolina,37,388760,5547,42.1,Republicans,False,True,Republicans,False,True
6436,Ohio,39,467432,6947,32.0,Republicans,False,True,Republicans,False,True
6437,Oklahoma,40,213245,1874,46.5,Republicans,False,True,Republicans,False,True
6438,South Carolina,45,229235,4517,42.0,Republicans,False,True,Republicans,False,True
6439,Utah,49,212844,939,30.3,Republicans,False,True,Republicans,False,True
6440,Vermont,50,4894,79,16.7,Democrats,True,False,Democrats,True,False
